ticker,net_income,equity,ebit,capital_employed,revenue,revenue_3y_ago,profit_3y_ago,total_debt,interest_expense,cfo,capex,total_assets,roe,roce,net_margin,operating_margin,revenue_cagr,profit_cagr,debt_to_equity,interest_coverage,ocf_ratio,fcf,fcf_margin,asset_turnover,final_score,score_roe,score_roce,score_operating_margin,score_revenue_cagr,score_profit_cagr,score_asset_turnover,score_debt_to_equity,score_fcf_margin,llm_prompt
ADVENZYMES,1311150000.0,14208630000.0,1909210000.0,15245920000.0,6365070000.0,5289040000.0,1195820000.0,393500000.0,35570000.0,1424970000.0,347810000.0,16213470000.0,0.09227842515429,0.1252276018764364,0.2059914502118594,0.2999511395789834,0.0636745728547554,0.0311666426818655,0.0276944364094215,53.674725892606126,1.0868092895549708,1077160000.0,0.1692298749267486,0.3925791332762203,6.933333333333334,0.9066666666666666,0.76,0.76,0.44,1.44,0.1466666666666666,1.2000000000000002,1.28,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ADVENZYMES** (Rank #24 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 9.2%, ROCE: 12.5%
- **Growth (3Y CAGR)**: Sales: 6.4%, Profit: 3.1%
- **Financial Health**: Debt/Equity: 0.03
- **Cash Flow**: FCF Margin: 16.9%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ABINFRA,161214000.0,1103782000.0,272429000.0,1389783000.0,2081688000.0,643157000.0,8644000.0,858459000.0,53872000.0,-235921000.0,44283000.0,2491414000.0,0.146056014684059,0.1960226884340936,0.0774438820803117,0.1308692753188758,0.4792203718646881,,0.7777432500258203,5.056968369468369,-1.463402682149193,-280204000.0,-0.1346042250327618,0.8355447950440995,6.266666666666667,1.4666666666666666,1.12,0.44,1.46,0.6,0.3,0.44,0.44,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ABINFRA** (Rank #25 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 14.6%, ROCE: 19.6%
- **Growth (3Y CAGR)**: Sales: 47.9%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.78
- **Cash Flow**: FCF Margin: -13.5%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
5PAISA,682340000.0,6036420000.0,1094300000.0,6130600000.0,2291570000.0,2159730000.0,137360000.0,2174160000.0,182110000.0,979350000.0,80320000.0,16666280000.0,0.1130371975442398,0.1784980262943268,0.2977609237335102,0.4775328704774456,0.0199476673203198,,0.3601737453656306,6.009005546098512,1.4352815312014535,899030000.0,0.3923205487940582,0.1374973899394466,6.213333333333333,1.0133333333333334,1.06,0.88,0.32,0.6,0.08,0.8,1.46,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **5PAISA** (Rank #26 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 11.3%, ROCE: 17.8%
- **Growth (3Y CAGR)**: Sales: 2.0%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.36
- **Cash Flow**: FCF Margin: 39.2%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AARTECH,27642000.0,314556000.0,21568000.0,319872000.0,363522000.0,163364000.0,27975000.0,56375000.0,4219000.0,-15216000.0,4907000.0,428093000.0,0.0878762446114523,0.0674269707883153,0.0760394143958274,0.0593306594924103,0.3055438004565345,-0.0039836770276612,0.1792208700517555,5.112111874851861,-0.5504666811373996,-20123000.0,-0.0553556593548671,0.8491659522580374,6.200000000000001,0.8533333333333334,0.44,0.2666666666666666,1.4,1.3866666666666667,0.3133333333333333,0.98,0.56,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AARTECH** (Rank #27 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 8.8%, ROCE: 6.7%
- **Growth (3Y CAGR)**: Sales: 30.6%, Profit: -0.4%
- **Financial Health**: Debt/Equity: 0.18
- **Cash Flow**: FCF Margin: -5.5%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AGARIND,1156865000.0,6270948000.0,1648562000.0,8175792000.0,23989270000.0,15982437000.0,636889000.0,4349399000.0,284228000.0,998397000.0,1648530000.0,13446684000.0,0.1844800817994344,0.201639425269136,0.0482242686000866,0.0687208072609129,0.1449627133710054,,0.6935791845188319,5.80013932476744,0.8630194534366585,-650133000.0,-0.0271009914015724,1.7840286869238542,6.1933333333333325,1.6,1.16,0.2933333333333333,0.82,0.6,0.48,0.5599999999999999,0.6799999999999999,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AGARIND** (Rank #28 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 18.4%, ROCE: 20.2%
- **Growth (3Y CAGR)**: Sales: 14.5%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.69
- **Cash Flow**: FCF Margin: -2.7%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AEGISLOG,6633779000.0,46308211000.0,11472110000.0,98907675000.0,65691109000.0,46243545000.0,3575229000.0,46060387000.0,1583883000.0,5581942000.0,9448655000.0,112327536000.0,0.1432527592136953,0.1159880666490239,0.100984426979304,0.1746371795915334,0.1241350559725826,0.2288127576573753,0.9946483788803676,7.243028683305522,0.8414422608893061,-3866713000.0,-0.0588620447859998,0.5848175019168942,6.140000000000001,1.3866666666666667,0.74,0.5466666666666666,0.72,1.653333333333333,0.2133333333333333,0.36,0.52,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AEGISLOG** (Rank #29 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 14.3%, ROCE: 11.6%
- **Growth (3Y CAGR)**: Sales: 12.4%, Profit: 22.9%
- **Financial Health**: Debt/Equity: 0.99
- **Cash Flow**: FCF Margin: -5.9%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AADHARHFC,9118300000.0,63722900000.0,23313400000.0,206359200000.0,28351700000.0,16118500000.0,4448500000.0,163218800000.0,11580800000.0,-30266500000.0,148000000.0,232239600000.0,0.1430929854102685,0.1129748516179555,0.3216138714786062,0.822292843109937,0.207122913505579,0.2702818531986954,2.561383741166833,2.0131079027355625,-3.3193139071976137,-30414500000.0,-1.0727575418757958,0.1220795247666634,6.14,1.36,0.72,0.9733333333333334,1.0,1.7066666666666668,0.06,0.14,0.18,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AADHARHFC** (Rank #30 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 14.3%, ROCE: 11.3%
- **Growth (3Y CAGR)**: Sales: 20.7%, Profit: 27.0%
- **Financial Health**: Debt/Equity: 2.56
- **Cash Flow**: FCF Margin: -107.3%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
20MICRONS,623763000.0,4293638000.0,940218000.0,4952018000.0,9116589000.0,6114427000.0,345854000.0,1648262000.0,113241000.0,317862000.0,766800000.0,7145086000.0,0.1452761038541209,0.1898656264981266,0.0684206560150951,0.1031326519161936,0.1424193152594246,,0.3838847150132358,8.302805520968553,0.5095877761265096,-448938000.0,-0.0492440758270445,1.2759243205750077,6.133333333333333,1.44,1.1,0.4,0.8,0.6,0.4333333333333333,0.7599999999999999,0.6000000000000001,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **20MICRONS** (Rank #31 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 14.5%, ROCE: 19.0%
- **Growth (3Y CAGR)**: Sales: 14.2%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.38
- **Cash Flow**: FCF Margin: -4.9%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ACC,24021200000.0,185548400000.0,32350000000.0,197444600000.0,206721500000.0,158144000000.0,18629900000.0,4297700000.0,1082200000.0,17114800000.0,19684400000.0,254126100000.0,0.1294605612336188,0.1638434274728202,0.1162007822118163,0.1564907375381854,0.0933964078069191,,0.0231621506841341,29.8928109406764,0.7124873028824539,-2569600000.0,-0.0124302503609929,0.8134603254053795,6.12,1.2,0.96,0.4666666666666667,0.58,0.6,0.2933333333333333,1.22,0.8,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ACC** (Rank #32 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 12.9%, ROCE: 16.4%
- **Growth (3Y CAGR)**: Sales: 9.3%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.02
- **Cash Flow**: FCF Margin: -1.2%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ADSL,278100000.0,6017600000.0,675400000.0,7148900000.0,8070700000.0,4846700000.0,610300000.0,949000000.0,69200000.0,922700000.0,106700000.0,9253500000.0,0.0462144376495612,0.0944760732420372,0.0344579776227588,0.0836854300122666,0.1852819982876667,-0.2304812499296025,0.1577040680670034,9.760115606936417,3.31787126932758,816000000.0,0.1011064715576096,0.87217809477495,6.1,0.48,0.6000000000000001,0.36,0.8999999999999999,1.2533333333333334,0.3266666666666666,1.0,1.18,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ADSL** (Rank #33 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 4.6%, ROCE: 9.4%
- **Growth (3Y CAGR)**: Sales: 18.5%, Profit: -23.0%
- **Financial Health**: Debt/Equity: 0.16
- **Cash Flow**: FCF Margin: 10.1%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AARVI,100445000.0,1253234000.0,142944000.0,1329499000.0,5040768000.0,2834715000.0,120674000.0,267812000.0,30751000.0,-24026000.0,98958000.0,2130294000.0,0.0801486394400407,0.1075171925665231,0.019926527068891,0.0283575836063076,0.2115158564490735,-0.0593280264110032,0.2136967238360912,4.648434197261878,-0.2391955796704664,-122984000.0,-0.0243978695309921,2.366231139927165,6.093333333333333,0.6666666666666666,0.6799999999999999,0.2,1.08,1.3333333333333333,0.4933333333333333,0.92,0.72,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AARVI** (Rank #34 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 8.0%, ROCE: 10.8%
- **Growth (3Y CAGR)**: Sales: 21.2%, Profit: -5.9%
- **Financial Health**: Debt/Equity: 0.21
- **Cash Flow**: FCF Margin: -2.4%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ADANIGREEN,14440000000.0,121370000000.0,70520000000.0,945100000000.0,112120000000.0,51330000000.0,4890000000.0,800400000000.0,48370000000.0,83640000000.0,247760000000.0,1113980000000.0,0.1189750350168905,0.0746164427044757,0.1287905815198002,0.6289689618266143,0.2974897677610051,0.4346725140947902,6.5947103897173935,1.457928468058714,5.792243767313019,-164120000000.0,-1.463788797716732,0.1006481265372807,6.06,1.0933333333333333,0.52,0.9333333333333332,1.38,1.9466666666666668,0.0466666666666666,0.0199999999999999,0.12,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ADANIGREEN** (Rank #35 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 11.9%, ROCE: 7.5%
- **Growth (3Y CAGR)**: Sales: 29.7%, Profit: 43.5%
- **Financial Health**: Debt/Equity: 6.59
- **Cash Flow**: FCF Margin: -146.4%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AARTIDRUGS,1681585000.0,13689985000.0,2476440000.0,17377114000.0,23689276000.0,24886458000.0,2050386000.0,6150707000.0,358726000.0,2445838000.0,1771614000.0,25746782000.0,0.122833224433774,0.1425115816124587,0.0709850735835067,0.1045384417826868,-0.0162994833705709,-0.0639600193320264,0.4492851526133885,6.903430473397523,1.4544837162557944,674224000.0,0.0284611484116272,0.9200868675549434,5.993333333333334,1.1466666666666667,0.88,0.4133333333333333,0.26,1.3066666666666666,0.3466666666666667,0.6599999999999999,0.98,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AARTIDRUGS** (Rank #36 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 12.3%, ROCE: 14.3%
- **Growth (3Y CAGR)**: Sales: -1.6%, Profit: -6.4%
- **Financial Health**: Debt/Equity: 0.45
- **Cash Flow**: FCF Margin: 2.8%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ADANIENT,70990000000.0,503139700000.0,153663400000.0,1507523900000.0,977110800000.0,693043600000.0,7765600000.0,918191700000.0,48876000000.0,45131000000.0,291711400000.0,1981355400000.0,0.1410940142469377,0.1019309876281231,0.072652968322528,0.1572630248278905,0.1213153105132824,1.0909359029776875,1.824923972407664,3.1439438579261805,0.6357374278067334,-246580400000.0,-0.252356641641869,0.4931527175790875,5.919999999999999,1.3333333333333333,0.64,0.4933333333333333,0.7,2.0,0.1933333333333333,0.2199999999999999,0.3399999999999999,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ADANIENT** (Rank #37 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 14.1%, ROCE: 10.2%
- **Growth (3Y CAGR)**: Sales: 12.1%, Profit: 109.1%
- **Financial Health**: Debt/Equity: 1.82
- **Cash Flow**: FCF Margin: -25.2%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
RELIANCE,696480000000.0,8432000000000.0,1281380000000.0,14963840000000.0,9646930000000.0,6959630000000.0,607050000000.0,3695750000000.0,221210000000.0,1787030000000.0,1399670000000.0,19501210000000.0,0.0825996204933586,0.0856317629699328,0.0721970616558843,0.132827749346165,0.1149814923690808,0.0468747591211113,0.4383005218216318,5.792595271461507,2.5658023202389155,387360000000.0,0.0401537069305986,0.4946836632188464,5.84,0.6933333333333334,0.58,0.4533333333333333,0.6799999999999999,1.4933333333333334,0.2,0.72,1.02,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **RELIANCE** (Rank #38 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 8.3%, ROCE: 8.6%
- **Growth (3Y CAGR)**: Sales: 11.5%, Profit: 4.7%
- **Financial Health**: Debt/Equity: 0.44
- **Cash Flow**: FCF Margin: 4.0%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
HDFCBANK,673508300000.0,7676891400000.0,,15002997500000.0,2371508200000.0,1019413700000.0,386000400000.0,7326106100000.0,1823477000000.0,1195617400000.0,66397300000.0,48187671100000.0,0.0877319040881573,,0.2839999878558294,,0.3250269806448944,0.2038851731985957,0.9543063355044986,,1.77520811547534,1129220100000.0,0.4761611619137559,0.0492140032058947,5.836666666666667,0.8266666666666667,0.03,0.0266666666666666,1.42,1.6266666666666667,0.0266666666666666,0.3799999999999999,1.5,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **HDFCBANK** (Rank #39 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 8.8%, ROCE: N/A
- **Growth (3Y CAGR)**: Sales: 32.5%, Profit: 20.4%
- **Financial Health**: Debt/Equity: 0.95
- **Cash Flow**: FCF Margin: 47.6%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AARTISURF,145447000.0,2326248000.0,321763000.0,2908840000.0,6485132000.0,5703729000.0,54948000.0,880685000.0,114742000.0,111381000.0,202358000.0,4771871000.0,0.0625242880380767,0.1106155718430714,0.0224277624572637,0.0496154897078424,0.0437263451399645,0.3833039788030818,0.3785860320997589,2.804230360286556,0.7657841000501902,-90977000.0,-0.0140285502284302,1.3590333854372845,5.780000000000001,0.5866666666666667,0.7,0.24,0.36,1.893333333333333,0.44,0.78,0.78,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AARTISURF** (Rank #40 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 6.3%, ROCE: 11.1%
- **Growth (3Y CAGR)**: Sales: 4.4%, Profit: 38.3%
- **Financial Health**: Debt/Equity: 0.38
- **Cash Flow**: FCF Margin: -1.4%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
360ONE,10153000000.0,70647100000.0,22253000000.0,104385000000.0,26353100000.0,14946400000.0,5777400000.0,110255300000.0,8784800000.0,-24108700000.0,552400000.0,197687000000.0,0.1437143208992301,0.2131819705896441,0.3852677673594378,0.8444167858809779,0.2080874415970475,,1.5606486324279412,2.5331253984154447,-2.3745395449620803,-24661100000.0,-0.93579502980674,0.1333071977418849,5.773333333333333,1.413333333333333,1.22,0.9866666666666668,1.04,0.6,0.0733333333333333,0.24,0.2,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **360ONE** (Rank #41 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 14.4%, ROCE: 21.3%
- **Growth (3Y CAGR)**: Sales: 20.8%, Profit: N/A
- **Financial Health**: Debt/Equity: 1.56
- **Cash Flow**: FCF Margin: -93.6%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
AFSL,1085106000.0,10740602000.0,1954612000.0,12046294000.0,32654646000.0,5842566000.0,618404000.0,8344858000.0,631102000.0,-1187614000.0,23357000.0,30598288000.0,0.1010284153532548,0.1622583675942161,0.0332297584852091,0.0598570874110838,0.774654376074309,,0.7769450911596948,3.0971411911228297,-1.0944681902044593,-1210971000.0,-0.0370841870403372,1.067205001796179,5.7733333333333325,0.96,0.94,0.28,1.5,0.6,0.3933333333333333,0.4599999999999999,0.64,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **AFSL** (Rank #42 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 10.1%, ROCE: 16.2%
- **Growth (3Y CAGR)**: Sales: 77.5%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.78
- **Cash Flow**: FCF Margin: -3.7%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
21STCENMGM,123377000.0,510134000.0,195569000.0,512069000.0,163247000.0,99744000.0,146578000.0,,442000.0,51478000.0,,570650000.0,0.2418521408100616,0.3819192335407924,0.7557688655840537,1.1979944501277209,0.1784725638564201,,,442.46380090497735,0.4172414631576387,,,0.2860720231315167,5.769999999999999,1.7066666666666668,1.4,1.0,0.88,0.6,0.1133333333333333,0.0199999999999999,0.05,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **21STCENMGM** (Rank #43 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 24.2%, ROCE: 38.2%
- **Growth (3Y CAGR)**: Sales: 17.8%, Profit: N/A
- **Financial Health**: Debt/Equity: N/A
- **Cash Flow**: FCF Margin: N/A

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
A2ZINFRA,89731000.0,451660000.0,171251000.0,720086000.0,3362675000.0,3533250000.0,-1799100000.0,916225000.0,70842000.0,542143000.0,33343000.0,4984243000.0,0.1986693530531816,0.23782020480887,0.0266844104767781,0.0509270149508947,-0.0163585020774995,,2.0285723774520656,2.4173654047034243,6.041869587990773,508800000.0,0.1513081103585687,0.6746611270758669,5.699999999999998,1.653333333333333,1.26,0.2533333333333333,0.24,0.6,0.2533333333333333,0.18,1.26,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **A2ZINFRA** (Rank #44 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 19.9%, ROCE: 23.8%
- **Growth (3Y CAGR)**: Sales: -1.6%, Profit: N/A
- **Financial Health**: Debt/Equity: 2.03
- **Cash Flow**: FCF Margin: 15.1%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
ABDL,1948640000.0,15428555000.0,3907848000.0,16827897000.0,33438748000.0,25589090000.0,14760000.0,9052468000.0,1250621000.0,-6784221000.0,1304883000.0,35346596000.0,0.1263008752277838,0.2322243831181044,0.0582749090964769,0.1168658587337061,0.0932808026134921,,0.5867346618007973,3.124726036105263,-3.4815158264225308,-8089104000.0,-0.2419081001477687,0.9460245620257182,5.340000000000001,1.1733333333333331,1.24,0.4266666666666667,0.56,0.6,0.36,0.62,0.36,"You are a top-tier equity research analyst for the Indian Stock Market.

**Task**: Write a concise, high-impact investment thesis for **ABDL** (Rank #45 in our Top 50 Fundamental Model).

**Quantitative Profile**:
- **Profitability**: ROE: 12.6%, ROCE: 23.2%
- **Growth (3Y CAGR)**: Sales: 9.3%, Profit: N/A
- **Financial Health**: Debt/Equity: 0.59
- **Cash Flow**: FCF Margin: -24.2%

**Instructions**:
1. **Headline**: Start with a catchy 1-sentence hook about why this company is a winner.
2. **Analysis**: Briefly synthesis the metrics. Is it a ""Growth Machine"" (high CAGR) or a ""Cash Cow"" (high ROCE/FCF)?
3. **Verdict**: Justify its inclusion in the Top 50.

**Output Format**: 
Plain text, max 3-4 sentences. Professional tone."
